response_id,duration_in_seconds,finished,recorded_date,location_latitude,location_longitude,distribution_channel,user_language,consent_age,consent,age,gender,rv_screen,race,education,income,party_id,pid_lean,x2020_vote,need_for_cognition_1,need_for_cognition_2,need_for_cognition_3,x2024_horserace,x2024_horserace_7_text,x2024_horserace_push,x2024_horserace_push_6_text,favorabilities_1,favorabilities_2,favorabilities_3,favorabilities_4,ideology_1,ideology_2,ideology_3,ideology_4,ideology_5,ideology_6,ideology_7,social_support_1,social_support_2,social_support_3,social_support_4,social_support_5,social_support_6,social_support_7,econ_support_1,econ_support_2,econ_support_3,econ_support_4,econ_support_5,econ_support_6,econ_support_7,econ_support_8,econ_support_9,econ_support_10,foreign_support_1,foreign_support_2,foreign_support_3,foreign_support_4,foreign_support_5,foreign_support_6,foreign_support_7,foreign_support_8,social_party_support_1,social_party_support_2,social_party_support_3,social_party_support_4,social_party_support_5,social_party_support_6,social_party_support_7,econ_party_support_1,econ_party_support_2,econ_party_support_3,econ_party_support_4,econ_party_support_5,econ_party_support_6,econ_party_support_7,econ_party_support_8,econ_party_support_9,econ_party_support_10,foreign_party_suppor_1,foreign_party_suppor_2,foreign_party_suppor_3,foreign_party_suppor_4,foreign_party_suppor_5,foreign_party_suppor_6,foreign_party_suppor_7,foreign_party_suppor_8,senate_control,house_control,scotus_control,scotus_appointments,gerrymandering_def,ec_mechanics,amendment_mechanics,filibuster,scotus_bias,money_vs_ideology,npv,threat_max_diff_1,threat_max_diff_2,reform_max_diff_1,reform_max_diff_2,prolific_pid,study_id,session_id,reform_statement1,reform_statement2,reform_statement3,reform_statement4,threat_statement1,threat_statement2,threat_statement3,threat_statement4,q_straightlining_count,q_straightlining_percentage,q_straightlining_questions
21,500,1,2024-10-07,34,-117,anonymous,EN,1,2,3,1,1,1,3,4,1,NA,4,1,5,4,1,NA,NA,NA,4,4,2,2,4,1,1,1,5,5,4,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,4,NA,NA,NA,3,5,NA,3,4,NA,NA,NA,1,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,NA,NA,NA,1,NA,4,4,2,1,1,1,1,4,1,2,1,2,2,1,2,662309d79b7522788cc54315,66da270a6acf8cbd58dc85fe,67044316f883fb4d8d184442,"We need to switch to a ranked-choice voting system, where voters rank candidates in their order of preference. If no candidate has a majority of the votes in the first round, the candidate with the fewest votes has their votes reallocated to their supporters’ second choices, continuing until one candidate wins a majority. This eliminates the problem where third parties act as “spoilers” and lets voters better express their views.","We need to let the House of Representatives grow with the population. In 1929, the House was capped at 435 members. That means that every 10 years, some states lose representation in Congress, even if their population is growing.","We need to ban members of Congress from trading individual stocks and bonds. Members of Congress are already paid over $170,000 per year, almost triple the median income. Elected officials should serve the public interest — not enrich themselves with insider trading.","We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.",Having only two political parties,Right-wing extremism,Voter ID laws,Left-wing extremism,1,0.1111111111111111,QID55
22,308,1,2024-10-07,43,-93,anonymous,EN,1,2,2,2,1,3,4,3,3,2,2,2,4,4,6,NA,2,NA,2,2,3,4,3,1,2,1,4,5,4,4,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,2,1,NA,3,NA,1,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,2,2,NA,1,NA,4,4,4,4,1,2,4,2,3,2,2,2,2,2,1,66fc5b927c364b9abc185677,66da270a6acf8cbd58dc85fe,670443e219ddb4f4bc8daf3a,"These days Congress can’t get anything done. It is unable to fix pressing problems because of gridlock. We need a national referendum process where we allow Americans to directly vote up or down on proposed policies, which almost every state already allows.","We need to place term limits on Supreme Court justices, where each justice would serve for 18 years, staggered so that each president appoints two justices per four-year term. This way, every president has the same influence on the Court’s ideological balance.","We need to switch to a ranked-choice voting system, where voters rank candidates in their order of preference. If no candidate has a majority of the votes in the first round, the candidate with the fewest votes has their votes reallocated to their supporters’ second choices, continuing until one candidate wins a majority. This eliminates the problem where third parties act as “spoilers” and lets voters better express their views.","We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.",Racism,Influence of wealthy donors,Immigration bringing in new voters who don’t share American values,Left-wing extremism,1,0.1111111111111111,QID54
23,520,1,2024-10-07,33,-112,anonymous,EN,1,2,2,1,1,1,5,5,3,3,1,2,5,4,1,NA,NA,NA,3,3,3,3,3,2,2,2,4,4,4,2,NA,2,NA,1,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,4,3,NA,3,NA,NA,NA,NA,2,1,NA,1,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,2,4,4,2,1,1,2,1,1,2,2,1,2,1,2,1,6697ebfdfb743577cafdcc31,66da270a6acf8cbd58dc85fe,6704433691f346a1a48357de,"We should make Washington, DC, and Puerto Rico into states. Right now, residents of both are US citizens but don’t have a say in Congress. Taxation without representation? That’s not what America is about.","We need to implement participatory budgeting, a system where community members are empowered through civic engagement to suggest and vote on ideas for spending a portion of a state or locality’s budget.","We need to switch to a system of proportional representation for the US House of Representatives. Proportional representation means that a party gets the same percentage of seats in the House of Representatives as the percentage of votes they receive. This way, everyone's opinions are more fairly represented. It makes the system fairer for all parties.","We need to enact a universal voter ID law, requiring all Americans to show a valid ID before voting in any federal election. This ensures that only citizens are voting which guards against fraud, and ensures trust in the democratic process.",Gerrymandering,Conservative judges,Influence of wealthy donors,The Electoral College,3,0.3333333333333333,"QID18,QID51,QID55"
24,62,1,2024-10-07,41,-78,anonymous,EN,1,2,4,1,4,1,4,1,3,2,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5484620efdf99b0379939c6a,6704414f026babc0c70b4c16,670444ff85dac19646bdbb86,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
25,726,1,2024-10-07,41,-74,anonymous,EN,1,2,1,2,1,3,2,3,1,NA,5,2,4,4,1,NA,NA,NA,4,4,2,1,5,1,1,1,4,5,4,NA,4,NA,1,4,NA,NA,NA,5,NA,3,5,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,4,NA,2,NA,1,2,NA,NA,NA,2,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,2,2,2,2,4,1,1,1,4,2,1,1,2,2,1,1,6655e27430b9aea9b127d976,66da270a6acf8cbd58dc85fe,67044291749c98afbfab99e9,"We need to get rid of voter ID laws. Data shows that voter fraud is exceedingly rare, and voter ID laws are mostly used to justify discrimination, disenfranchising some voters on the basis of skin color.","We need to overturn Citizens United, a 2010 Supreme Court case that struck down campaign contribution limits for corporations. The wealthy have too much influence in politics, and corporations making unlimited donations to candidates is just legalized corruption.","We need to switch to a system of proportional representation for the US House of Representatives. Proportional representation means that a party gets the same percentage of seats in the House of Representatives as the percentage of votes they receive. This way, everyone's opinions are more fairly represented. It makes the system fairer for all parties.","Our system of government isn’t perfect, but most changes would make it worse, not better. Lots of proposals sound great on paper, but we don’t know how they’d play out in reality. Our current system is what the founders envisioned, and we shouldn’t second-guess the wisdom of their design.",Voter ignorance of how our government works,Gerrymandering,Attempts to overturn elections,Extremism from both sides equally,0,0,NA
26,354,1,2024-10-07,36,-115,anonymous,EN,1,2,1,1,1,3,3,4,1,NA,5,3,4,4,1,NA,NA,NA,4,3,2,2,4,2,1,2,4,5,3,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,3,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,1,4,NA,NA,NA,NA,2,2,NA,NA,2,1,2,2,1,1,1,1,4,2,2,2,2,2,1,2,65f0f81196ccdca3d2ab5358,66da270a6acf8cbd58dc85fe,67044424d1838ebb7b441c53,"We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.","The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.","We need to end the Senate filibuster. The filibuster lets just 41 senators block bills, even if they’re supported by bipartisan majorities. It’s just another tool to promote gridlock, and it is time for it to go.","We need to make Election Day a national holiday. Right now, Election Day is the first Tuesday of November. But not everyone can take the time away from work or taking care of kids, and their voices deserve to be heard too.",Racism,Gerrymandering,Voter ignorance of how our government works,Influence of wealthy donors,3,0.3333333333333333,"QID52,QID54,QID56"
27,566,1,2024-10-07,38,-79,anonymous,EN,1,2,1,1,1,1,5,6,3,1,5,2,4,4,1,NA,NA,NA,4,3,3,2,3,1,1,1,4,5,5,2,4,2,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,3,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,NA,2,NA,NA,2,2,2,2,1,1,2,1,4,2,2,1,1,1,1,2,615a80a5245c6513f9572329,66da270a6acf8cbd58dc85fe,670443519ff2a61152f38b69,"We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.","We need to enact a universal voter ID law, requiring all Americans to show a valid ID before voting in any federal election. This ensures that only citizens are voting which guards against fraud, and ensures trust in the democratic process.","We need to switch to a ranked-choice voting system, where voters rank candidates in their order of preference. If no candidate has a majority of the votes in the first round, the candidate with the fewest votes has their votes reallocated to their supporters’ second choices, continuing until one candidate wins a majority. This eliminates the problem where third parties act as “spoilers” and lets voters better express their views.","We need to let the House of Representatives grow with the population. In 1929, the House was capped at 435 members. That means that every 10 years, some states lose representation in Congress, even if their population is growing.",Extremism from both sides equally,Our democracy is not really under threat,Lack of patriotism,Election fraud,1,0.1111111111111111,QID56
28,113,1,2024-10-07,27,-80,anonymous,EN,1,2,4,1,4,1,4,3,3,2,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666efb72703de8fb31acc194,6704414f026babc0c70b4c16,670445163eada92b6b4beebf,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
29,60,1,2024-10-07,41,-73,anonymous,EN,1,2,5,2,4,1,2,2,3,3,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60e45acbc927879ccc9637c4,6704414f026babc0c70b4c16,6704456e3c3d4d021e7113e2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
30,371,1,2024-10-07,34,-118,anonymous,EN,1,2,4,2,1,1,6,2,2,NA,2,2,4,4,2,NA,NA,NA,1,1,4,4,2,2,1,1,5,5,5,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,4,1,NA,3,NA,NA,NA,NA,3,NA,NA,2,2,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,2,NA,NA,1,2,4,4,2,1,1,2,1,4,1,2,2,2,1,1,2,66e7577fb199e1980cf5c3f4,6704414f026babc0c70b4c16,6704445beb3a6873638d8830,"We need new leadership. The leaders of both parties have been in office too long, and they’ve proven themselves either incapable of or unwilling to solve problems. It’s time for some fresh faces from a new generation.","We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.","We need term limits for Congress. We don’t need career politicians staying in office for decades, twelve years is long enough — that’s two terms for senators and six terms for representatives.","The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.",Our democracy is not really under threat,Extremism from both sides equally,Gerrymandering,Racism,2,0.2222222222222222,"QID50,QID55"
31,400,1,2024-10-07,34,-112,anonymous,EN,1,2,2,1,1,1,3,2,3,1,4,2,4,4,1,NA,NA,NA,4,3,2,1,4,1,1,1,3,4,3,1,4,NA,NA,4,NA,NA,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,5,NA,NA,NA,2,NA,4,1,2,NA,NA,2,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,2,3,2,2,1,1,1,1,1,2,2,3,2,1,1,1,631e9daac2d66295c5bc3757,66da270a6acf8cbd58dc85fe,670443b931a5f7aa535f025d,"We need to place term limits on Supreme Court justices, where each justice would serve for 18 years, staggered so that each president appoints two justices per four-year term. This way, every president has the same influence on the Court’s ideological balance.","We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.","We need to end the Senate filibuster. The filibuster lets just 41 senators block bills, even if they’re supported by bipartisan majorities. It’s just another tool to promote gridlock, and it is time for it to go.","We need to let the House of Representatives grow with the population. In 1929, the House was capped at 435 members. That means that every 10 years, some states lose representation in Congress, even if their population is growing.",Immigration bringing in new voters who don’t share American values,Extremism from both sides equally,Racism,The Electoral College,0,0,NA
32,49,1,2024-10-07,39,-76,anonymous,EN,1,2,2,2,4,1,2,2,1,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5bcdd6e1208b070001bd72c6,66da270a6acf8cbd58dc85fe,670445ab3917d8ab83c73b5d,NA,NA,NA,NA,NA,NA,NA,NA,1,1,QID15
33,584,1,2024-10-07,38,-122,anonymous,EN,1,2,3,2,1,4,5,3,1,NA,1,3,2,4,1,NA,NA,NA,4,4,2,2,5,1,1,2,3,3,3,NA,4,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,1,NA,5,2,NA,5,1,NA,NA,NA,NA,3,NA,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,4,4,NA,3,4,NA,NA,NA,NA,2,4,4,2,1,1,1,1,4,3,2,1,1,1,1,1,65a886d80279e6d71af87e7b,66da270a6acf8cbd58dc85fe,670443a0bcc710a30135d15b,"We need new leadership. The leaders of both parties have been in office too long, and they’ve proven themselves either incapable of or unwilling to solve problems. It’s time for some fresh faces from a new generation.","In 1776, the founding fathers brought forth a new nation, conceived in liberty, and dedicated to the proposition that all men are created equal. Today, each of us as individuals must strive to uphold that ideal, and ensure that that government of the people, by the people, for the people, shall not perish from the Earth.","We need to switch to electing the president by national popular vote. The Electoral College is undemocratic — two of the last four presidents lost the popular vote, and the system lets candidates ignore over 80% of voters. It goes against America’s fundamental promise: government of, by, and for the people.","As a country, we need to lower the temperature on both sides. Rhetoric painting the other side as a threat to our country or democracy is fanning the flames of division — and all too often, fueling political violence.",Influence of wealthy donors,Election fraud,Voter ignorance of how our government works,Extremism from both sides equally,0,0,NA
34,715,1,2024-10-07,41,-74,anonymous,EN,1,2,1,2,1,1,4,3,3,3,5,1,5,4,1,NA,NA,NA,3,4,3,5,3,1,1,1,5,4,5,1,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,2,NA,2,1,NA,2,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,5,4,NA,3,NA,NA,NA,1,2,2,1,1,1,4,4,2,2,1,1,1,1,2,66d9de9032c28ca9754508ee,66da270a6acf8cbd58dc85fe,6704433c28b80eb4cf8571da,"We need to expand the number of justices in the Supreme Court. Right now, the unelected conservative majority on the Court is taking away people's rights and forcing extreme rulings on the country. New justices would restore balance to the Court’s rulings.","We need to ban members of Congress from trading individual stocks and bonds. Members of Congress are already paid over $170,000 per year, almost triple the median income. Elected officials should serve the public interest — not enrich themselves with insider trading.","We need to end the Senate filibuster. The filibuster lets just 41 senators block bills, even if they’re supported by bipartisan majorities. It’s just another tool to promote gridlock, and it is time for it to go.","The problem with our politics is that primary elections are decided by a minority of ideologically extreme partisans. Instead, we should have all candidates run in the same primary, regardless of party affiliation, and then have a runoff between the top two. This will lead to more moderate politicians.",Attempts to overturn elections,Gerrymandering,Right-wing extremism,Voter ID laws,1,0.1111111111111111,QID54
35,468,1,2024-10-07,41,-74,anonymous,EN,1,2,1,2,1,1,5,4,1,NA,5,3,3,4,1,NA,NA,NA,4,3,2,3,4,2,2,1,4,2,3,1,NA,1,NA,5,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,3,NA,4,1,NA,1,NA,2,NA,NA,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,2,2,2,2,3,3,3,1,4,2,2,1,2,2,2,2,6669df1dd07a64d0a12572be,66da270a6acf8cbd58dc85fe,6704445d3917d8ab83c73afd,"These days Congress can’t get anything done. It is unable to fix pressing problems because of gridlock. We need a national referendum process where we allow Americans to directly vote up or down on proposed policies, which almost every state already allows.","The problem with our politics is that primary elections are decided by a minority of ideologically extreme partisans. Instead, we should have all candidates run in the same primary, regardless of party affiliation, and then have a runoff between the top two. This will lead to more moderate politicians.","We need to end the Senate filibuster. The filibuster lets just 41 senators block bills, even if they’re supported by bipartisan majorities. It’s just another tool to promote gridlock, and it is time for it to go.","We need to place term limits on Supreme Court justices, where each justice would serve for 18 years, staggered so that each president appoints two justices per four-year term. This way, every president has the same influence on the Court’s ideological balance.",Immigration bringing in new voters who don’t share American values,Election fraud,Lack of patriotism,Our democracy is not really under threat,1,0.1111111111111111,QID51
